icx015 icx019 ATMC 54 9 NTV 9 1 NTV 1 29
icx015 icx020 ATMC 54 81 NTV 81 91 NTV 91 30
icx015 icx021 ATMC 54 11 NTV 11 5 NTV 5 33
icx015 icx024 ATMC 54 13 NTV 13 1 NTV 1 38
icx015 icx025 ATMC 54 85 NTV 85 93 NTV 93 41
icx015 icx026 ATMC 54 15 NTV 15 3 NTV 3 42
icx015 icx028 ATMC 54 11 NTV 11 3 NTV 3 46
icx015 icx029 ATMC 54 83 NTV 83 93 NTV 93 49
icx015 icx030 ATMC 54 13 NTV 13 7 NTV 7 50
icx015 icx031 ATMC 54 85 NTV 85 89 NTV 89 53
icx015 icx032 ATMC 54 15 NTV 15 3 NTV 3 54
icx016 icx017 NTV 53 87 NTV 87 93 NTV 93 43
icx016 icx018 NTV 53 9 NTV 9 7 NTV 7 44
icx016 icx019 NTV 53 9 NTV 9 1 NTV 1 29
icx016 icx020 NTV 53 81 NTV 81 91 NTV 91 30
icx016 icx021 NTV 53 11 NTV 11 5 NTV 5 33
icx016 icx024 NTV 53 13 NTV 13 1 NTV 1 38
icx016 icx025 NTV 53 85 NTV 85 93 NTV 93 41
icx016 icx026 NTV 53 15 NTV 15 3 NTV 3 42
icx016 icx028 NTV 53 11 NTV 11 3 NTV 3 46
icx016 icx029 NTV 53 83 NTV 83 93 NTV 93 49
icx016 icx030 NTV 53 13 NTV 13 7 NTV 7 50
icx016 icx031 NTV 53 85 NTV 85 89 NTV 89 53
icx016 icx032 NTV 53 15 NTV 15 3 NTV 3 54
